Marca,Modelo,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda,Idade_Veiculo,Km_por_Ano
Fiat,Toro,9831.0,Branco,Manual,Flex,2,69454.8,11,819.25
Fiat,Mobi,1730.0,Cinza,Manual,Diesel,2,53969.0,18,91.05263157894737
Fiat,Mobi,123528.0,Cinza,Automático,Diesel,4,43990.4,8,13725.333333333334
Fiat,Cronos,188.0,Cinza,Automático,Flex,4,82691.4,5,31.333333333333332
Fiat,Cronos,81119.0,Azul,Automático,Flex,4,56784.2,11,6759.916666666667
Fiat,Mobi,121747.0,Prata,Manual,Diesel,4,53137.6,8,13527.444444444445
Fiat,Argo,11447.0,Preto,Manual,Flex,2,49885.6,23,476.9583333333333
Fiat,Argo,19266.0,Azul,Manual,Gasolina,4,74489.8,5,3211.0
Fiat,Toro,180686.0,Vermelho,Manual,Gasolina,4,33938.8,8,20076.222222222223
Fiat,Mobi,55859.0,Prata,Manual,Diesel,2,43427.2,19,2792.95
Fiat,Argo,79086.0,Vermelho,Manual,Diesel,4,60319.8,3,19771.5
Fiat,Mobi,67928.0,Branco,Manual,Flex,4,64809.4,7,8491.0
Fiat,Mobi,17255.0,Azul,Manual,Flex,4,41120.0,24,690.2
Fiat,Mobi,113045.0,Vermelho,Manual,Diesel,4,50950.0,6,16149.285714285714
Fiat,Argo,108598.0,Azul,Manual,Gasolina,2,36473.4,21,4936.272727272727
Fiat,Mobi,187180.0,Preto,Manual,Flex,4,14996.0,20,8913.333333333334
Fiat,Argo,37096.0,Branco,Automático,Gasolina,2,61413.8,12,2853.5384615384614
Fiat,Mobi,197317.0,Prata,Manual,Diesel,2,22974.6,13,14094.07142857143
Fiat,Mobi,175078.0,Preto,Manual,Gasolina,2,32417.4,15,10942.375
Fiat,Cronos,112661.0,Azul,Automático,Diesel,2,51748.8,10,10241.90909090909
Fiat,Cronos,47227.0,Prata,Manual,Gasolina,4,68752.6,3,11806.75
Fiat,Mobi,13174.0,Preto,Manual,Diesel,4,77396.2,2,4391.333333333333
Fiat,Mobi,112495.0,Preto,Automático,Diesel,4,49542.0,7,14061.875
Fiat,Mobi,58323.0,Vermelho,Manual,Flex,4,31933.4,25,2243.1923076923076
Fiat,Mobi,57893.0,Branco,Manual,Flex,2,47634.4,18,3047.0
Fiat,Argo,69389.0,Prata,Automático,Diesel,4,49657.2,17,3854.9444444444443
Fiat,Toro,48232.0,Vermelho,Manual,Diesel,4,45153.6,22,2097.0434782608695
Fiat,Argo,111234.0,Cinza,Automático,Diesel,4,25336.2,25,4278.2307692307695
Fiat,Cronos,149065.0,Prata,Automático,Gasolina,4,30979.0,15,9316.5625
Fiat,Cronos,95303.0,Prata,Manual,Diesel,4,51466.4,7,11912.875
Fiat,Cronos,116508.0,Prata,Automático,Gasolina,4,28995.4,19,5825.4
Fiat,Toro,165955.0,Cinza,Manual,Gasolina,4,34641.0,14,11063.666666666666
Fiat,Toro,122911.0,Cinza,Automático,Gasolina,2,27625.8,25,4727.346153846154
Fiat,Mobi,45360.0,Cinza,Manual,Flex,4,41810.0,23,1890.0
Fiat,Toro,61324.0,Cinza,Automático,Gasolina,4,61719.2,8,6813.777777777777
Fiat,Mobi,191656.0,Preto,Manual,Flex,2,20639.8,18,10087.157894736842
Fiat,Toro,63884.0,Cinza,Manual,Diesel,2,34836.2,23,2661.8333333333335
Fiat,Mobi,65768.0,Azul,Automático,Flex,4,52991.4,15,4110.5
Fiat,Toro,120423.0,Preto,Automático,Flex,2,42043.4,16,7083.705882352941
Fiat,Mobi,140293.0,Preto,Automático,Diesel,2,31182.4,17,7794.055555555556
Fiat,Cronos,110678.0,Azul,Manual,Flex,4,62947.4,3,27669.5
Fiat,Cronos,26125.0,Azul,Automático,Flex,4,73809.0,5,4354.166666666667
Fiat,Argo,165800.0,Branco,Manual,Diesel,4,23798.0,21,7536.363636363636
Fiat,Toro,79569.0,Prata,Manual,Diesel,4,30182.2,25,3060.346153846154
Fiat,Mobi,24691.0,Preto,Automático,Diesel,2,56916.8,16,1452.4117647058824
Fiat,Toro,155261.0,Preto,Automático,Gasolina,4,27973.8,15,9703.8125
Fiat,Argo,58524.0,Vermelho,Manual,Flex,4,66581.2,5,9754.0
Fiat,Argo,87175.0,Prata,Automático,Diesel,4,51589.0,11,7264.583333333333
Fiat,Cronos,70013.0,Azul,Manual,Gasolina,4,56139.4,9,7001.3
Fiat,Mobi,124326.0,Vermelho,Manual,Gasolina,4,49046.8,11,10360.5
Fiat,Cronos,59843.0,Branco,Automático,Diesel,4,41050.4,24,2393.72
Fiat,Mobi,99446.0,Preto,Manual,Flex,2,45256.8,16,5849.764705882353
Fiat,Mobi,69878.0,Branco,Automático,Flex,4,44017.4,19,3493.9
Fiat,Cronos,141776.0,Prata,Manual,Flex,2,36449.8,16,8339.764705882353
Fiat,Toro,24771.0,Preto,Automático,Diesel,4,52367.8,20,1179.5714285714287
Fiat,Toro,188100.0,Prata,Automático,Flex,2,32273.0,9,18810.0
Fiat,Mobi,88106.0,Preto,Automático,Gasolina,2,42949.8,14,5873.733333333334
Fiat,Argo,198857.0,Preto,Manual,Gasolina,2,14756.6,18,10466.157894736842
Fiat,Mobi,112102.0,Prata,Manual,Gasolina,4,32631.6,17,6227.888888888889
Fiat,Toro,193220.0,Preto,Automático,Gasolina,2,31141.0,12,14863.076923076924
Fiat,Toro,97444.0,Preto,Automático,Diesel,4,60546.2,3,24361.0
Fiat,Mobi,148867.0,Vermelho,Manual,Diesel,2,14384.600000000002,25,5725.653846153846
Fiat,Argo,135979.0,Azul,Automático,Flex,2,57276.2,4,27195.8
Fiat,Argo,68761.0,Preto,Automático,Gasolina,2,52434.8,11,5730.083333333333
Fiat,Cronos,30398.0,Preto,Automático,Flex,4,43659.4,22,1321.6521739130435
Fiat,Argo,120557.0,Branco,Manual,Diesel,2,29392.6,19,6027.85
Fiat,Mobi,111925.0,Branco,Automático,Diesel,4,26146.0,25,4304.807692307692
Fiat,Toro,49245.0,Cinza,Automático,Gasolina,2,73796.0,2,16415.0
Fiat,Mobi,177472.0,Cinza,Automático,Diesel,4,15155.6,20,8451.047619047618
Fiat,Cronos,183696.0,Preto,Manual,Gasolina,2,31870.800000000003,8,20410.666666666668
Fiat,Toro,164010.0,Preto,Automático,Flex,2,43521.0,7,20501.25
Fiat,Cronos,99819.0,Preto,Manual,Flex,2,57312.2,5,16636.5
Fiat,Cronos,84458.0,Branco,Manual,Gasolina,2,34241.4,20,4021.809523809524
Fiat,Argo,113904.0,Branco,Manual,Diesel,2,61295.2,4,22780.8
Fiat,Toro,98226.0,Prata,Manual,Diesel,2,31086.800000000003,20,4677.428571428572
Fiat,Argo,185142.0,Branco,Manual,Diesel,4,19376.6,20,8816.285714285714
Fiat,Cronos,119280.0,Branco,Manual,Gasolina,2,31857.0,22,5186.086956521739
Fiat,Argo,10019.0,Vermelho,Automático,Gasolina,4,56825.2,16,589.3529411764706
Fiat,Toro,179075.0,Cinza,Automático,Flex,2,24523.0,15,11192.1875
Fiat,Cronos,132055.0,Cinza,Manual,Flex,2,44017.0,10,12005.0
Fiat,Cronos,164400.0,Vermelho,Automático,Diesel,4,15196.0,22,7147.826086956522
Fiat,Cronos,151843.0,Cinza,Manual,Diesel,2,49115.4,7,18980.375
Fiat,Argo,111133.0,Vermelho,Automático,Flex,4,49268.4,12,8548.692307692309
Fiat,Toro,75226.0,Vermelho,Automático,Diesel,4,58175.8,8,8358.444444444445
Fiat,Mobi,116961.0,Prata,Manual,Diesel,2,31657.800000000003,18,6155.8421052631575
Fiat,Toro,198750.0,Azul,Manual,Flex,4,10000.0,25,7644.2307692307695
Fiat,Toro,152195.0,Branco,Manual,Gasolina,4,44613.0,10,13835.90909090909
Fiat,Toro,155992.0,Cinza,Automático,Diesel,2,47876.600000000006,7,19499.0
Fiat,Argo,147801.0,Cinza,Manual,Diesel,4,30331.800000000003,18,7779.0
Fiat,Cronos,148276.0,Azul,Manual,Diesel,2,22722.8,23,6178.166666666667
Fiat,Mobi,166146.0,Azul,Automático,Gasolina,2,36727.8,8,18460.666666666668
Fiat,Mobi,80650.0,Cinza,Automático,Flex,4,58477.0,5,13441.666666666666
Fiat,Mobi,144371.0,Preto,Manual,Flex,4,25160.8,18,7598.473684210527
Fiat,Cronos,108114.0,Branco,Manual,Flex,2,21402.2,25,4158.2307692307695
Fiat,Cronos,138741.0,Cinza,Automático,Flex,2,38735.8,14,9249.4
Fiat,Mobi,4652.0,Prata,Automático,Diesel,4,71809.6,9,465.2
Fiat,Toro,117138.0,Preto,Manual,Gasolina,4,35662.399999999994,20,5578.0
Fiat,Argo,186196.0,Vermelho,Manual,Diesel,2,10850.800000000005,25,7161.384615384615
Fiat,Mobi,144241.0,Prata,Manual,Gasolina,2,19620.8,25,5547.7307692307695
Fiat,Toro,126394.0,Cinza,Manual,Diesel,4,36015.2,13,9028.142857142857
Fiat,Cronos,179266.0,Prata,Manual,Gasolina,2,27980.800000000003,17,9959.222222222223
Fiat,Cronos,59422.0,Cinza,Automático,Gasolina,4,42661.6,21,2701.0
Fiat,Mobi,17061.0,Cinza,Manual,Diesel,4,58457.8,16,1003.5882352941177
Fiat,Mobi,104593.0,Cinza,Automático,Diesel,4,38901.4,15,6537.0625
Fiat,Cronos,71007.0,Preto,Automático,Diesel,2,38047.6,25,2731.0384615384614
Fiat,Mobi,139151.0,Preto,Manual,Diesel,2,48712.8,3,34787.75
Fiat,Argo,67655.0,Prata,Manual,Flex,4,40646.0,24,2706.2
Fiat,Argo,112490.0,Branco,Manual,Diesel,2,35198.0,19,5624.5
Fiat,Mobi,79670.0,Vermelho,Manual,Gasolina,4,50206.0,16,4686.470588235294
Fiat,Cronos,67089.0,Vermelho,Manual,Flex,4,36726.2,22,2916.913043478261
Ford,EcoSport,82624.0,Azul,Automático,Flex,4,52604.2,22,3592.3478260869565
Ford,Ranger,21643.0,Prata,Manual,Flex,2,68913.4,16,1273.1176470588234
Ford,Ranger,141406.0,Preto,Manual,Flex,4,33267.8,25,5438.692307692308
Ford,EcoSport,69616.0,Preto,Automático,Gasolina,4,52756.8,20,3315.0476190476193
Ford,Ka,178770.0,Branco,Automático,Flex,4,31946.0,22,7772.608695652174
Ford,Ranger,190808.0,Azul,Manual,Flex,2,38318.4,16,11224.0
Ford,EcoSport,3447.0,Prata,Manual,Diesel,2,93400.6,3,861.75
Ford,Ka,4616.0,Cinza,Automático,Gasolina,4,57842.8,24,184.64
Ford,Ranger,199512.0,Vermelho,Manual,Gasolina,4,26496.6,23,8313.0
Ford,Ranger,110532.0,Preto,Manual,Diesel,4,42514.600000000006,24,4421.28
Ford,Ka,91618.0,Cinza,Manual,Diesel,4,59537.4,16,5389.294117647059
Ford,EcoSport,122043.0,Preto,Manual,Gasolina,4,43653.4,22,5306.217391304348
Ford,Ranger,182411.0,Azul,Manual,Gasolina,2,43694.8,13,13029.357142857143
Ford,Ranger,101266.0,Preto,Automático,Gasolina,4,66319.8,4,20253.2
Ford,EcoSport,125022.0,Preto,Automático,Gasolina,2,43450.6,21,5682.818181818182
Ford,Ranger,119917.0,Vermelho,Manual,Diesel,4,73225.6,2,39972.333333333336
Ford,Ka,68147.0,Branco,Automático,Gasolina,4,69083.6,7,8518.375
Ford,Ranger,139425.0,Preto,Automático,Diesel,4,63080.0,6,19917.85714285714
Ford,EcoSport,43042.0,Cinza,Manual,Gasolina,2,62327.6,18,2265.3684210526317
Ford,EcoSport,47259.0,Vermelho,Automático,Flex,2,83338.2,5,7876.5
Ford,Ka,10535.0,Azul,Manual,Diesel,2,60898.0,24,421.4
Ford,EcoSport,70388.0,Preto,Manual,Diesel,4,72096.4,6,10055.42857142857
Ford,EcoSport,49223.0,Branco,Automático,Flex,2,49935.4,22,2140.1304347826085
Ford,Ranger,145713.0,Branco,Automático,Gasolina,4,52644.4,12,11208.692307692309
Ford,EcoSport,38907.0,Branco,Automático,Gasolina,2,70639.6,12,2992.846153846154
Ford,Ka,162819.0,Vermelho,Manual,Gasolina,2,48670.2,10,14801.727272727272
Ford,EcoSport,78498.0,Prata,Manual,Gasolina,4,74553.4,2,26166.0
Ford,EcoSport,85702.0,Preto,Manual,Flex,4,72317.6,7,10712.75
Ford,Ranger,175442.0,Vermelho,Automático,Flex,2,27479.6,25,6747.7692307692305
Ford,EcoSport,176361.0,Azul,Automático,Diesel,4,32329.800000000003,23,7348.375
Ford,Ka,23423.0,Branco,Automático,Gasolina,4,75876.4,9,2342.3
Ford,EcoSport,197488.0,Cinza,Manual,Gasolina,4,29372.4,17,10971.555555555555
Ford,Ka,144295.0,Azul,Automático,Gasolina,2,62743.0,3,36073.75
Ford,EcoSport,102082.0,Vermelho,Manual,Diesel,4,68455.6,3,25520.5
Ford,EcoSport,95502.0,Cinza,Automático,Diesel,2,47204.600000000006,19,4775.1
Ford,Ka,45176.0,Branco,Automático,Flex,2,58337.8,22,1964.1739130434783
Ford,Ranger,131777.0,Vermelho,Manual,Gasolina,2,66996.6,2,43925.666666666664
Ford,EcoSport,97391.0,Preto,Automático,Flex,4,68893.8,9,9739.1
Ford,Ranger,135906.0,Preto,Manual,Flex,2,29591.800000000003,25,5227.153846153846
Ford,EcoSport,183031.0,Azul,Manual,Gasolina,4,25562.8,25,7039.653846153846
Ford,Ka,68109.0,Azul,Manual,Diesel,2,62098.2,15,4256.8125
Ford,Ranger,99017.0,Azul,Manual,Flex,2,62490.600000000006,12,7616.692307692308
Ford,Ranger,97969.0,Branco,Automático,Diesel,2,65850.2,9,9796.9
Ford,EcoSport,110047.0,Vermelho,Automático,Gasolina,4,50538.600000000006,19,5502.35
Ford,Ka,137245.0,Cinza,Automático,Gasolina,2,63825.0,4,27449.0
Ford,Ranger,83445.0,Branco,Manual,Diesel,2,65474.0,7,10430.625
Ford,Ranger,165438.0,Cinza,Manual,Gasolina,2,34760.4,17,9191.0
Ford,Ranger,136579.0,Branco,Manual,Diesel,2,36783.2,22,5938.217391304348
Ford,EcoSport,12343.0,Vermelho,Automático,Gasolina,2,87077.4,2,4114.333333333333
Ford,Ranger,41347.0,Azul,Automático,Gasolina,2,60113.6,19,2067.35
Ford,Ka,188594.0,Cinza,Manual,Diesel,2,48337.2,9,18859.4
Ford,Ranger,17365.0,Preto,Manual,Diesel,2,74452.0,11,1447.0833333333333
Ford,EcoSport,149021.0,Preto,Manual,Flex,2,63647.8,3,37255.25
Ford,Ranger,126267.0,Branco,Manual,Flex,2,58886.600000000006,7,15783.375
Ford,EcoSport,76387.0,Vermelho,Manual,Diesel,2,69797.6,10,6944.272727272727
Ford,Ranger,60662.0,Cinza,Automático,Gasolina,2,69620.6,13,4333.0
Ford,EcoSport,55084.0,Prata,Automático,Diesel,4,57875.2,21,2503.818181818182
Ford,Ranger,190960.0,Cinza,Manual,Gasolina,2,49184.0,10,17360.0
Ford,Ka,104560.0,Preto,Manual,Gasolina,2,54949.0,15,6535.0
Ford,Ka,140433.0,Branco,Manual,Flex,2,58723.4,6,20061.85714285714
Ford,Ka,163740.0,Vermelho,Manual,Gasolina,2,25572.0,24,6549.6
Ford,Ranger,190031.0,Azul,Manual,Flex,4,46167.8,11,15835.916666666666
Ford,EcoSport,123938.0,Cinza,Manual,Gasolina,2,66396.4,6,17705.428571428572
Ford,EcoSport,168501.0,Azul,Manual,Diesel,4,46674.8,12,12961.615384615385
Ford,Ranger,183981.0,Branco,Manual,Flex,4,21563.800000000003,25,7076.192307692308
Ford,Ranger,15494.0,Preto,Manual,Diesel,4,71362.2,15,968.375
Ford,Ka,85925.0,Vermelho,Automático,Diesel,4,65018.0,10,7811.363636363636
Ford,Ranger,38438.0,Branco,Manual,Diesel,4,68098.4,14,2562.5333333333333
Ford,Ranger,166852.0,Branco,Manual,Diesel,2,40134.6,14,11123.466666666667
Ford,EcoSport,199212.0,Cinza,Automático,Diesel,4,49336.600000000006,3,49803.0
Ford,EcoSport,63258.0,Azul,Manual,Diesel,2,61884.4,17,3514.3333333333335
Ford,EcoSport,2728.0,Cinza,Manual,Gasolina,4,81327.4,12,209.84615384615384
Ford,EcoSport,116609.0,Prata,Automático,Flex,4,49425.2,14,7773.933333333333
Ford,Ranger,4789.0,Preto,Automático,Flex,4,59269.2,23,199.54166666666666
Ford,EcoSport,533.0,Cinza,Automático,Flex,4,84417.4,10,48.45454545454545
Ford,Ranger,87824.0,Vermelho,Automático,Gasolina,4,72251.2,8,9758.222222222223
Ford,Ka,116070.0,Branco,Manual,Diesel,2,65125.0,9,11607.0
Ford,Ka,28439.0,Vermelho,Manual,Flex,2,76916.2,8,3159.8888888888887
Ford,Ka,19728.0,Prata,Manual,Diesel,4,68422.4,17,1096.0
Ford,EcoSport,75057.0,Preto,Automático,Diesel,2,70798.6,5,12509.5
Ford,Ka,139097.0,Azul,Automático,Flex,4,59043.6,8,15455.222222222223
Ford,Ranger,175016.0,Vermelho,Manual,Flex,2,30904.800000000003,22,7609.391304347826
Ford,Ranger,84724.0,Preto,Manual,Gasolina,2,43111.2,25,3258.6153846153848
Ford,Ranger,87432.0,Cinza,Automático,Diesel,4,69869.6,10,7948.363636363636
Ford,EcoSport,150243.0,Preto,Manual,Diesel,4,34416.4,25,5778.576923076923
Ford,EcoSport,48603.0,Cinza,Manual,Diesel,2,70467.4,12,3738.6923076923076
Ford,EcoSport,196087.0,Preto,Automático,Gasolina,2,38918.600000000006,11,16340.583333333334
Ford,Ka,64179.0,Cinza,Manual,Diesel,4,71483.2,8,7131.0
Ford,Ka,26503.0,Branco,Automático,Gasolina,4,62653.4,19,1325.15
Ford,Ka,153306.0,Vermelho,Manual,Gasolina,4,56155.8,9,15330.6
Ford,EcoSport,48397.0,Prata,Manual,Flex,2,60876.6,15,3024.8125
Ford,EcoSport,199450.0,Preto,Automático,Diesel,4,22307.0,23,8310.416666666666
Ford,EcoSport,196610.0,Vermelho,Automático,Diesel,4,37600.0,11,16384.166666666668
Ford,EcoSport,15454.0,Preto,Manual,Diesel,4,85256.2,4,3090.8
Ford,Ka,89628.0,Prata,Automático,Diesel,4,56703.4,15,5601.75
Ford,EcoSport,76518.0,Prata,Automático,Flex,4,69822.4,5,12753.0
Ford,Ranger,182717.0,Preto,Automático,Flex,2,43764.6,14,12181.133333333333
Ford,Ranger,145352.0,Prata,Manual,Flex,2,51451.6,14,9690.133333333333
Ford,Ka,151074.0,Preto,Manual,Gasolina,2,39745.2,16,8886.70588235294
Ford,EcoSport,19691.0,Azul,Automático,Flex,4,66702.8,16,1158.2941176470588
Ford,Ka,19201.0,Vermelho,Manual,Diesel,2,57662.8,25,738.5
Ford,EcoSport,65234.0,Branco,Manual,Gasolina,4,68057.2,12,5018.0
Ford,Ranger,18340.0,Vermelho,Automático,Diesel,2,69981.0,19,917.0
Ford,Ka,110192.0,Preto,Automático,Diesel,2,45305.600000000006,19,5509.6
Ford,Ranger,181006.0,Azul,Manual,Gasolina,2,53498.8,7,22625.75
Ford,EcoSport,188044.0,Cinza,Manual,Diesel,4,52072.2,7,23505.5
Ford,Ranger,32908.0,Vermelho,Manual,Gasolina,2,77332.4,11,2742.3333333333335
Ford,EcoSport,40653.0,Branco,Automático,Diesel,4,68023.4,12,3127.153846153846
Ford,EcoSport,9305.0,Cinza,Manual,Gasolina,2,70152.0,14,620.3333333333334
Ford,EcoSport,3747.0,Cinza,Automático,Flex,4,62414.600000000006,20,178.42857142857142
Ford,Ranger,181695.0,Vermelho,Automático,Flex,2,42485.0,13,12978.214285714286
Ford,Ranger,134175.0,Preto,Automático,Diesel,4,44976.0,18,7061.8421052631575
Ford,EcoSport,120717.0,Cinza,Automático,Flex,4,54854.6,10,10974.272727272728
Ford,EcoSport,136687.0,Branco,Manual,Flex,2,32833.6,24,5467.48
Ford,EcoSport,53913.0,Vermelho,Automático,Diesel,4,53643.4,19,2695.65
Ford,Ranger,100837.0,Azul,Automático,Diesel,4,60989.6,12,7756.692307692308
Ford,EcoSport,16699.0,Preto,Manual,Flex,2,70800.2,16,982.2941176470588
Ford,Ka,129381.0,Branco,Automático,Diesel,4,44291.8,18,6809.526315789473
Ford,Ka,53849.0,Vermelho,Automático,Gasolina,4,84087.2,4,10769.8
Ford,Ka,16552.0,Azul,Automático,Diesel,4,71992.6,16,973.6470588235294
Ford,Ka,50324.0,Cinza,Automático,Gasolina,4,55164.2,22,2188.0
Ford,EcoSport,130323.0,Preto,Automático,Gasolina,2,67860.4,4,26064.6
Ford,Ranger,37056.0,Preto,Automático,Flex,4,64693.8,19,1852.8
Ford,EcoSport,119173.0,Vermelho,Manual,Gasolina,2,47590.4,18,6272.263157894737
Ford,Ranger,89084.0,Preto,Automático,Gasolina,2,63036.2,14,5938.933333333333
Ford,Ranger,93219.0,Prata,Automático,Gasolina,2,71583.2,5,15536.5
Ford,EcoSport,53100.0,Azul,Manual,Flex,2,82317.0,2,17700.0
Ford,Ka,131839.0,Preto,Manual,Flex,2,70646.2,2,43946.333333333336
Ford,Ranger,195769.0,Vermelho,Automático,Flex,4,43714.2,9,19576.9
Ford,Ranger,152522.0,Cinza,Automático,Diesel,4,46204.600000000006,15,9532.625
Ford,EcoSport,56949.0,Vermelho,Manual,Gasolina,4,47948.2,23,2372.875
Ford,Ranger,168001.0,Azul,Automático,Flex,4,29682.8,24,6720.04
Ford,EcoSport,20729.0,Cinza,Manual,Diesel,4,62273.2,21,942.2272727272727
Ford,Ranger,141181.0,Preto,Manual,Gasolina,4,50323.8,13,10084.357142857143
Ford,Ka,149056.0,Azul,Automático,Gasolina,2,36167.8,23,6210.666666666667
Ford,EcoSport,13549.0,Preto,Automático,Flex,4,92220.2,4,2709.8
Ford,Ranger,99203.0,Azul,Automático,Diesel,4,48552.4,19,4960.15
Ford,Ka,174219.0,Cinza,Manual,Gasolina,2,49617.2,9,17421.9
Ford,EcoSport,30075.0,Preto,Automático,Flex,2,68752.0,14,2005.0
Ford,Ranger,181924.0,Preto,Automático,Flex,4,42373.2,12,13994.153846153846
Ford,Ka,128443.0,Prata,Manual,Diesel,4,39332.4,23,5351.791666666667
Ford,EcoSport,31012.0,Branco,Manual,Gasolina,4,54336.6,22,1348.3478260869565
Ford,EcoSport,13796.0,Cinza,Automático,Flex,2,77830.8,9,1379.6
Ford,EcoSport,81777.0,Cinza,Automático,Gasolina,2,58183.6,18,4304.0526315789475
Ford,EcoSport,94035.0,Prata,Automático,Gasolina,2,74978.0,3,23508.75
Ford,Ka,78121.0,Branco,Automático,Diesel,2,53931.8,19,3906.05
Ford,Ranger,115763.0,Preto,Automático,Flex,2,60486.4,11,9646.916666666666
Ford,EcoSport,116327.0,Branco,Manual,Diesel,4,41365.6,25,4474.115384615385
Ford,Ranger,74663.0,Vermelho,Manual,Diesel,4,77281.4,4,14932.6
Ford,Ranger,110694.0,Preto,Manual,Diesel,4,50837.2,16,6511.411764705882
Ford,Ka,88309.0,Cinza,Automático,Diesel,2,61432.2,15,5519.3125
Ford,EcoSport,173357.0,Preto,Automático,Gasolina,2,30229.6,22,7537.260869565217
Ford,Ka,4002.0,Azul,Automático,Gasolina,4,65224.600000000006,19,200.1
Ford,Ranger,17352.0,Preto,Manual,Flex,2,71531.6,15,1084.5
Ford,Ka,156284.0,Azul,Manual,Gasolina,2,60373.2,6,22326.285714285714
Ford,Ka,197476.0,Preto,Manual,Flex,2,21197.800000000003,22,8585.91304347826
Ford,Ka,73749.0,Preto,Manual,Diesel,2,69716.2,7,9218.625
Ford,EcoSport,68309.0,Branco,Automático,Diesel,2,54943.2,21,3104.9545454545455
Ford,Ka,94525.0,Vermelho,Automático,Flex,2,47363.0,24,3781.0
Ford,EcoSport,100924.0,Vermelho,Manual,Diesel,4,46273.2,22,4388.0
Ford,Ranger,42928.0,Cinza,Manual,Gasolina,2,73864.4,8,4769.777777777777
Ford,EcoSport,20009.0,Branco,Automático,Diesel,4,67696.2,20,952.8095238095239
Ford,Ranger,167829.0,Branco,Automático,Diesel,4,37328.2,19,8391.45
Ford,EcoSport,91897.0,Prata,Manual,Diesel,4,51829.6,15,5743.5625
Ford,EcoSport,93262.0,Prata,Automático,Gasolina,2,44205.6,24,3730.48
Ford,EcoSport,58852.0,Preto,Automático,Diesel,4,67749.6,11,4904.333333333333
Ford,Ka,67713.0,Cinza,Automático,Gasolina,2,61597.4,18,3563.842105263158
Ford,EcoSport,152488.0,Branco,Automático,Flex,2,38946.4,20,7261.333333333333
Ford,Ranger,191184.0,Azul,Manual,Diesel,2,44181.2,9,19118.4
Ford,EcoSport,14020.0,Vermelho,Manual,Gasolina,4,81644.0,7,1752.5
Ford,Ranger,77538.0,Cinza,Automático,Flex,4,82519.4,2,25846.0
Ford,EcoSport,129210.0,Preto,Manual,Gasolina,4,51017.0,17,7178.333333333333
Ford,Ranger,83247.0,Branco,Manual,Flex,2,69970.6,8,9249.666666666666
Ford,Ranger,52924.0,Preto,Manual,Gasolina,2,69223.2,14,3528.266666666667
Ford,Ka,167831.0,Prata,Manual,Flex,4,47017.8,9,16783.1
Ford,Ranger,14735.0,Branco,Manual,Flex,4,89209.0,5,2455.8333333333335
Ford,Ka,115718.0,Azul,Automático,Diesel,4,54412.4,15,7232.375
Ford,Ranger,86395.0,Prata,Automático,Diesel,2,68870.0,5,14399.166666666666
Ford,Ranger,69745.0,Branco,Manual,Diesel,2,76790.0,6,9963.57142857143
Ford,Ranger,81431.0,Vermelho,Manual,Diesel,2,64022.8,11,6785.916666666667
Ford,Ranger,61579.0,Branco,Automático,Flex,2,74277.2,7,7697.375
Ford,Ranger,152488.0,Vermelho,Automático,Gasolina,2,51879.4,12,11729.846153846154
Ford,Ka,52684.0,Preto,Automático,Diesel,4,72793.2,11,4390.333333333333
Ford,Ranger,180482.0,Azul,Automático,Diesel,4,43000.6,14,12032.133333333333
Ford,Ranger,103024.0,Branco,Manual,Flex,2,56948.2,16,6060.235294117647
Ford,EcoSport,139531.0,Prata,Automático,Flex,2,34855.8,24,5581.24
Ford,Ka,50352.0,Azul,Manual,Diesel,2,82524.6,3,12588.0
Ford,EcoSport,71880.0,Cinza,Automático,Gasolina,4,76212.0,5,11980.0
Ford,EcoSport,56436.0,Branco,Manual,Gasolina,4,47785.8,25,2170.6153846153848
Ford,Ranger,79464.0,Vermelho,Manual,Flex,2,61278.2,16,4674.35294117647
Ford,Ranger,8432.0,Azul,Manual,Gasolina,2,60507.6,21,383.27272727272725
Ford,Ka,46618.0,Branco,Manual,Flex,2,53974.4,24,1864.72
Ford,Ranger,85544.0,Preto,Automático,Diesel,4,62584.2,9,8554.4
Ford,Ranger,42020.0,Cinza,Manual,Flex,4,58754.0,22,1826.9565217391305
Ford,Ranger,52287.0,Azul,Manual,Flex,2,64030.6,15,3267.9375
Ford,EcoSport,188622.0,Cinza,Automático,Gasolina,2,22703.6,24,7544.88
Ford,Ranger,95381.0,Cinza,Manual,Diesel,2,48410.8,20,4541.952380952381
Ford,Ranger,15877.0,Vermelho,Automático,Flex,4,85849.6,3,3969.25
Ford,EcoSport,123223.0,Azul,Manual,Gasolina,2,68286.4,5,20537.166666666668
Ford,Ranger,88854.0,Vermelho,Automático,Gasolina,2,60872.2,14,5923.6
Ford,Ka,114391.0,Preto,Automático,Flex,4,38496.8,21,5199.590909090909
Ford,Ranger,155551.0,Vermelho,Automático,Diesel,4,55105.8,9,15555.1
Ford,Ranger,17259.0,Branco,Manual,Flex,2,52636.2,25,663.8076923076923
Ford,Ranger,15032.0,Branco,Automático,Flex,2,64549.600000000006,18,791.1578947368421
Ford,Ranger,13170.0,Branco,Manual,Gasolina,2,85826.0,6,1881.4285714285713
Ford,EcoSport,68708.0,Vermelho,Automático,Gasolina,4,50498.4,23,2862.8333333333335
Ford,Ka,7736.0,Cinza,Manual,Diesel,4,58510.8,24,309.44
